Company_AZN,Año_AZN,Mes_AZN,Close_AZN,Company_HSBC,Año_HSBC,Mes_HSBC,Close_HSBC,Company_SHEL,Año_SHEL,Mes_SHEL,Close_SHEL,Company_TSCO,Año_TSCO,Mes_TSCO,Close_TSCO,Company_VOD,Año_VOD,Mes_VOD,Close_VOD
AZN,2014,Diciembre,26.654258728027344,HSBC,2014,Diciembre,31.497812271118164,SHEL,2014,Diciembre,44.29562759399414,TSCO,2014,Diciembre,71.07939147949219,VOD,2014,Diciembre,22.593624114990234
AZN,2015,Enero,107.23038101196288,HSBC,2015,Enero,122.70561790466309,SHEL,2015,Enero,168.80348587036133,TSCO,2015,Enero,288.9153366088867,VOD,2015,Enero,92.72482872009276
AZN,2015,Febrero,104.89942741394044,HSBC,2015,Febrero,123.4684715270996,SHEL,2015,Febrero,175.6633262634277,TSCO,2015,Febrero,312.82982635498047,VOD,2015,Febrero,93.8867073059082
AZN,2015,Marzo,134.36029624938965,HSBC,2015,Marzo,145.94714546203613,SHEL,2015,Marzo,201.69015502929688,TSCO,2015,Marzo,393.7683868408203,VOD,2015,Marzo,109.98043060302734
AZN,2015,Abril,109.3363265991211,HSBC,2015,Abril,127.64193534851074,SHEL,2015,Abril,166.89216995239258,TSCO,2015,Abril,321.46924591064453,VOD,2015,Abril,91.32393455505373
AZN,2015,Mayo,107.51081657409668,HSBC,2015,Mayo,133.05698776245117,SHEL,2015,Mayo,167.85338592529297,TSCO,2015,Mayo,322.4289321899414,VOD,2015,Mayo,100.34013938903809
AZN,2015,Junio,128.89542961120603,HSBC,2015,Junio,161.21478271484375,SHEL,2015,Junio,198.18380737304688,TSCO,2015,Junio,414.796127319336,VOD,2015,Junio,124.75204467773438
AZN,2015,Julio,104.0466136932373,HSBC,2015,Julio,123.33883666992188,SHEL,2015,Julio,153.69883346557617,TSCO,2015,Julio,339.8790054321289,VOD,2015,Julio,101.61352157592772
AZN,2015,Agosto,127.21962356567384,HSBC,2015,Agosto,144.3321990966797,SHEL,2015,Agosto,184.97947311401367,TSCO,2015,Agosto,401.8490447998047,VOD,2015,Agosto,122.61926460266112
AZN,2015,Septiembre,104.24491310119627,HSBC,2015,Septiembre,107.8842658996582,SHEL,2015,Septiembre,136.2556915283203,TSCO,2015,Septiembre,316.13077545166016,VOD,2015,Septiembre,91.25808525085448
AZN,2015,Octubre,100.84476661682127,HSBC,2015,Octubre,112.19694519042967,SHEL,2015,Octubre,151.1738052368164,TSCO,2015,Octubre,327.7215347290039,VOD,2015,Octubre,89.77678298950195
AZN,2015,Noviembre,130.50732231140137,HSBC,2015,Noviembre,141.0001277923584,SHEL,2015,Noviembre,173.93999099731445,TSCO,2015,Noviembre,411.8008346557617,VOD,2015,Noviembre,114.92908477783205
AZN,2015,Diciembre,105.81482315063477,HSBC,2015,Diciembre,111.18802452087402,SHEL,2015,Diciembre,127.05606079101562,TSCO,2015,Diciembre,316.6037902832031,VOD,2015,Diciembre,88.57511329650879
AZN,2016,Enero,99.44841957092284,HSBC,2016,Enero,99.67826080322266,SHEL,2016,Enero,115.49205780029295,TSCO,2016,Enero,309.0004577636719,VOD,2016,Enero,88.616943359375
AZN,2016,Febrero,117.84115219116212,HSBC,2016,Febrero,114.67993545532228,SHEL,2016,Febrero,161.74614334106445,TSCO,2016,Febrero,386.9264755249024,VOD,2016,Febrero,106.38077354431152
AZN,2016,Marzo,93.06420707702635,HSBC,2016,Marzo,93.19458389282228,SHEL,2016,Marzo,139.37050247192383,TSCO,2016,Marzo,331.47007751464844,VOD,2016,Marzo,87.89188957214355
AZN,2016,Abril,96.28118324279784,HSBC,2016,Abril,93.93283462524414,SHEL,2016,Abril,148.72520065307617,TSCO,2016,Abril,336.38511657714844,VOD,2016,Abril,91.39865112304688
AZN,2016,Mayo,117.89599227905272,HSBC,2016,Mayo,116.82347106933594,SHEL,2016,Mayo,180.24725341796875,TSCO,2016,Mayo,434.532829284668,VOD,2016,Mayo,116.39209175109865
AZN,2016,Junio,92.70587158203124,HSBC,2016,Junio,92.22918128967284,SHEL,2016,Junio,154.07141494750977,TSCO,2016,Junio,340.2967529296875,VOD,2016,Junio,88.0206298828125
AZN,2016,Julio,102.30792236328124,HSBC,2016,Julio,94.7025909423828,SHEL,2016,Julio,158.8662109375,TSCO,2016,Julio,340.37979888916016,VOD,2016,Julio,88.5932731628418
AZN,2016,Agosto,137.69841957092285,HSBC,2016,Agosto,135.01015663146973,SHEL,2016,Agosto,185.34776306152344,TSCO,2016,Agosto,396.4684753417969,VOD,2016,Agosto,112.15132522583008
AZN,2016,Septiembre,109.64139366149902,HSBC,2016,Septiembre,113.14829635620116,SHEL,2016,Septiembre,145.56418228149414,TSCO,2016,Septiembre,251.97211837768555,VOD,2016,Septiembre,84.33883094787598
AZN,2016,Octubre,123.67978477478027,HSBC,2016,Octubre,143.3998031616211,SHEL,2016,Octubre,189.0399169921875,TSCO,2016,Octubre,303.0087890625,VOD,2016,Octubre,100.1451530456543
AZN,2016,Noviembre,89.20691108703613,HSBC,2016,Noviembre,120.44582748413086,SHEL,2016,Noviembre,151.9829063415527,TSCO,2016,Noviembre,273.0231170654297,VOD,2016,Noviembre,73.55318260192871
AZN,2016,Diciembre,90.49438285827635,HSBC,2016,Diciembre,125.24014663696288,SHEL,2016,Diciembre,164.01678466796875,TSCO,2016,Diciembre,283.9547805786133,VOD,2016,Diciembre,73.20940208435059
AZN,2017,Enero,114.75827026367188,HSBC,2017,Enero,160.15928077697754,SHEL,2017,Enero,210.09917831420896,TSCO,2017,Enero,347.43875885009766,VOD,2017,Enero,93.98344802856444
AZN,2017,Febrero,98.97519493103027,HSBC,2017,Febrero,129.49428176879883,SHEL,2017,Febrero,161.64995956420898,TSCO,2017,Febrero,269.56864166259766,VOD,2017,Febrero,74.3790397644043
AZN,2017,Marzo,104.61503791809082,HSBC,2017,Marzo,127.5605239868164,SHEL,2017,Marzo,162.03461837768555,TSCO,2017,Marzo,262.67469024658203,VOD,2017,Marzo,77.33625221252441
AZN,2017,Abril,102.7050437927246,HSBC,2017,Abril,126.75381660461426,SHEL,2017,Abril,162.07333374023438,TSCO,2017,Abril,243.21664810180664,VOD,2017,Abril,76.07097625732422
AZN,2017,Mayo,142.67005348205566,HSBC,2017,Mayo,170.49578857421875,SHEL,2017,Mayo,213.16650009155276,TSCO,2017,Mayo,270.8094596862793,VOD,2017,Mayo,105.88586616516112
AZN,2017,Junio,117.55867767333984,HSBC,2017,Junio,140.9661865234375,SHEL,2017,Junio,168.64432525634766,TSCO,2017,Junio,205.37283325195312,VOD,2017,Junio,87.00800704956055
AZN,2017,Julio,138.2275905609131,HSBC,2017,Julio,191.6778793334961,SHEL,2017,Julio,215.6728782653809,TSCO,2017,Julio,251.6718521118164,VOD,2017,Julio,112.17055130004884
AZN,2017,Agosto,101.39084815979004,HSBC,2017,Agosto,153.09540176391602,SHEL,2017,Agosto,176.48548889160156,TSCO,2017,Agosto,213.3889198303223,VOD,2017,Agosto,87.95606994628906
AZN,2017,Septiembre,114.81022453308104,HSBC,2017,Septiembre,155.6553726196289,SHEL,2017,Septiembre,187.5629196166992,TSCO,2017,Septiembre,233.25704956054688,VOD,2017,Septiembre,87.184326171875
AZN,2017,Octubre,148.4455280303955,HSBC,2017,Octubre,197.82766723632807,SHEL,2017,Octubre,246.242919921875,TSCO,2017,Octubre,278.5289421081543,VOD,2017,Octubre,110.02341842651369
AZN,2017,Noviembre,115.19982147216795,HSBC,2017,Noviembre,158.05999755859375,SHEL,2017,Noviembre,203.6525001525879,TSCO,2017,Noviembre,244.8383674621582,VOD,2017,Noviembre,93.37516403198242
AZN,2017,Diciembre,116.16949081420898,HSBC,2017,Diciembre,163.91046524047852,SHEL,2017,Diciembre,211.8479766845703,TSCO,2017,Diciembre,269.62901306152344,VOD,2017,Diciembre,98.1084156036377
AZN,2018,Enero,155.3976879119873,HSBC,2018,Enero,219.04559326171875,SHEL,2018,Enero,283.2578811645508,TSCO,2018,Enero,367.0719985961914,VOD,2018,Enero,124.1746711730957
AZN,2018,Febrero,118.27798080444336,HSBC,2018,Febrero,167.2285270690918,SHEL,2018,Febrero,207.92024993896484,TSCO,2018,Febrero,249.64587020874023,VOD,2018,Febrero,89.14206314086914
AZN,2018,Marzo,122.43854522705078,HSBC,2018,Marzo,160.0771026611328,SHEL,2018,Marzo,207.52444458007807,TSCO,2018,Marzo,239.24506759643555,VOD,2018,Marzo,87.7722053527832
AZN,2018,Abril,158.70178985595703,HSBC,2018,Abril,202.15189361572263,SHEL,2018,Abril,283.8740463256836,TSCO,2018,Abril,297.718318939209,VOD,2018,Abril,114.17313194274902
AZN,2018,Mayo,130.50495529174805,HSBC,2018,Mayo,163.98839569091797,SHEL,2018,Mayo,235.27184677124023,TSCO,2018,Mayo,276.353271484375,VOD,2018,Mayo,83.74045753479004
AZN,2018,Junio,127.31755065917967,HSBC,2018,Junio,160.74276733398438,SHEL,2018,Junio,230.44491958618164,TSCO,2018,Junio,289.9907531738281,VOD,2018,Junio,79.93969535827637
AZN,2018,Julio,165.9580078125,HSBC,2018,Julio,197.70910263061523,SHEL,2018,Julio,286.9092025756836,TSCO,2018,Julio,371.3505401611328,VOD,2018,Julio,98.80828475952148
AZN,2018,Agosto,138.4208869934082,HSBC,2018,Agosto,150.6213493347168,SHEL,2018,Agosto,218.6467933654785,TSCO,2018,Agosto,322.16979217529297,VOD,2018,Agosto,74.18985748291016
AZN,2018,Septiembre,136.7920379638672,HSBC,2018,Septiembre,147.63009643554688,SHEL,2018,Septiembre,223.11053466796875,TSCO,2018,Septiembre,342.08887481689453,VOD,2018,Septiembre,71.96220016479492
AZN,2018,Octubre,172.17891311645508,HSBC,2018,Octubre,175.44025421142578,SHEL,2018,Octubre,273.9939193725586,TSCO,2018,Octubre,426.3248977661133,VOD,2018,Octubre,81.06049537658691
AZN,2018,Noviembre,145.60047912597656,HSBC,2018,Noviembre,142.9435157775879,SHEL,2018,Noviembre,208.7014122009277,TSCO,2018,Noviembre,358.1658172607422,VOD,2018,Noviembre,65.45676517486572
AZN,2018,Diciembre,172.73732376098633,HSBC,2018,Diciembre,174.67655563354492,SHEL,2018,Diciembre,252.07614517211917,TSCO,2018,Diciembre,406.73280334472656,VOD,2018,Diciembre,83.5158576965332
AZN,2019,Enero,131.40610885620117,HSBC,2019,Enero,142.22772979736328,SHEL,2019,Enero,209.67900848388672,TSCO,2019,Enero,337.1623764038086,VOD,2019,Enero,63.1090726852417
AZN,2019,Febrero,144.67279052734375,HSBC,2019,Febrero,142.22602081298828,SHEL,2019,Febrero,217.1855735778809,TSCO,2019,Febrero,365.8008346557617,VOD,2019,Febrero,60.733460426330566
AZN,2019,Marzo,154.1344871520996,HSBC,2019,Marzo,142.69078826904297,SHEL,2019,Marzo,218.0422096252441,TSCO,2019,Marzo,356.46653747558594,VOD,2019,Marzo,62.11014270782471
AZN,2019,Abril,180.04161071777344,HSBC,2019,Abril,189.2348289489746,SHEL,2019,Abril,280.08410263061523,TSCO,2019,Abril,498.1520462036133,VOD,2019,Abril,77.26203346252441
AZN,2019,Mayo,139.8818817138672,HSBC,2019,Mayo,147.0113296508789,SHEL,2019,Mayo,222.5940818786621,TSCO,2019,Mayo,390.5227661132813,VOD,2019,Mayo,55.62966537475586
AZN,2019,Junio,148.63429260253906,HSBC,2019,Junio,145.96110153198242,SHEL,2019,Junio,229.3340950012207,TSCO,2019,Junio,415.6331634521485,VOD,2019,Junio,55.645118713378906
AZN,2019,Julio,192.60822296142575,HSBC,2019,Julio,181.68647384643555,SHEL,2019,Julio,279.0255241394043,TSCO,2019,Julio,534.1108856201172,VOD,2019,Julio,74.24483013153076
AZN,2019,Agosto,165.93331146240234,HSBC,2019,Agosto,129.49337005615234,SHEL,2019,Agosto,199.889347076416,TSCO,2019,Agosto,393.3699035644531,VOD,2019,Agosto,63.41889667510986
AZN,2019,Septiembre,205.97700881958008,HSBC,2019,Septiembre,169.97820663452148,SHEL,2019,Septiembre,259.0800170898437,TSCO,2019,Septiembre,458.6367568969727,VOD,2019,Septiembre,84.85493659973145
AZN,2019,Octubre,170.8190460205078,HSBC,2019,Octubre,139.99684143066406,SHEL,2019,Octubre,210.87217712402344,TSCO,2019,Octubre,368.2179870605469,VOD,2019,Octubre,70.6189193725586
AZN,2019,Noviembre,177.93069076538086,HSBC,2019,Noviembre,136.0853500366211,SHEL,2019,Noviembre,214.20455169677732,TSCO,2019,Noviembre,373.4840698242188,VOD,2019,Noviembre,69.38438606262207
AZN,2019,Diciembre,229.9462203979492,HSBC,2019,Diciembre,174.49288177490234,SHEL,2019,Diciembre,267.62533950805664,TSCO,2019,Diciembre,456.127571105957,VOD,2019,Diciembre,85.76966285705566
AZN,2020,Enero,185.38675689697263,HSBC,2020,Enero,137.01258850097656,SHEL,2020,Enero,207.7826385498047,TSCO,2020,Enero,360.51647186279297,VOD,2020,Enero,70.61770439147949
AZN,2020,Febrero,177.99585723876953,HSBC,2020,Febrero,132.0582447052002,SHEL,2020,Febrero,180.585262298584,TSCO,2020,Febrero,372.914436340332,VOD,2020,Febrero,67.89176750183105
AZN,2020,Marzo,204.82686233520508,HSBC,2020,Marzo,135.0331974029541,SHEL,2020,Marzo,153.7811107635498,TSCO,2020,Marzo,396.57118225097656,VOD,2020,Marzo,63.723204612731934
AZN,2020,Abril,187.8062515258789,HSBC,2020,Abril,96.45362091064452,SHEL,2020,Abril,130.28171920776367,TSCO,2020,Abril,375.8932418823242,VOD,2020,Abril,48.89870738983154
