AZN,HSBC,SHEL,TSCO,VOD
24.13237571716309,24.528234481811523,27.58871650695801,74.8304443359375,21.465784072875977
24.83448982238769,24.47156143188477,28.49072074890137,77.90666198730469,22.01654624938965
25.41827774047852,25.07362174987793,30.9571475982666,81.09309387207031,22.448789596557614
23.690593719482425,23.60744667053223,31.48566055297852,74.17848205566406,21.01959800720215
23.39870262145996,22.608753204345703,31.062843322753906,76.65782165527344,20.845304489135746
23.319812774658203,22.792911529541016,31.90143775939941,77.70466613769531,21.312406539916992
23.91962814331055,22.792911529541016,32.76300811767578,78.03303527832031,21.19388771057129
23.51241874694824,22.87790298461914,34.533206939697266,80.35247039794922,22.009572982788086
24.0825138092041,23.93090629577637,34.74907684326172,83.1229476928711,21.946828842163086
23.194793701171875,23.85050201416016,35.590999603271484,82.20252227783203,22.00260162353516
22.803865432739254,22.81256866455078,34.741886138916016,81.64105224609375,21.821338653564453
22.9830379486084,22.600601196289066,34.28854751586914,84.50355529785156,22.12112045288086
23.984783172607425,21.635765075683594,35.42549514770508,79.98432159423828,22.462730407714844
24.196533203125,23.3315372467041,37.21727752685547,82.340576171875,22.88800621032715
24.51415824890137,24.603370666503906,38.02322006225586,86.93345642089844,23.222644805908203
23.585716247558594,24.36215400695801,38.05920028686523,87.12674713134766,22.82526016235352
22.77128982543945,23.05378532409668,36.5192756652832,86.12350463867188,22.476673126220703
23.211078643798828,22.52020072937012,35.72052764892578,84.678466796875,22.678852081298828
,,,,
23.365821838378906,22.73947906494141,35.41830444335937,86.6521987915039,23.47362327575684
24.33498573303223,24.34041976928711,36.32756805419922,89.28221130371094,24.184734344482425
24.212820053100586,24.169588088989254,36.26157760620117,87.7964859008789,23.57819747924805
22.77943229675293,23.033151626586914,37.617919921875,85.70169067382812,21.7307071685791
,,,,
22.461811065673828,23.13714027404785,37.87451553344727,84.53893280029297,22.288930892944336
22.68984794616699,22.788043975830078,37.84518432617188,84.72349548339844,21.75532341003418
24.774776458740234,23.270835876464844,40.73379898071289,85.33258056640625,22.245662689208984
24.522300720214844,22.66177749633789,40.01531982421875,86.45841217041016,21.611106872558594
24.628177642822266,23.66450309753418,40.477195739746094,84.88961029052734,22.10144805908203
25.35301399230957,24.05074119567871,40.40388488769531,84.45588684082031,22.59900283813477
27.804428100585934,24.32556915283203,37.96982192993164,84.57586669921875,22.281719207763672
27.918445587158203,25.848234176635746,36.7747917175293,80.34937286376953,22.44036293029785
27.315773010253906,26.18247985839844,36.540184020996094,79.77722930908203,22.5052547454834
27.6971435546875,26.83099937438965,37.81246948242188,79.33587646484375,22.57736778259277
27.276233673095703,27.02690124511719,37.1325798034668,78.29013061523438,22.34661674499512
27.49081802368164,29.121538162231445,37.087745666503906,78.7158432006836,22.281719207763672
26.57473182678223,28.76741600036621,37.04292297363281,63.31692123413086,21.394779205322266
27.911720275878906,28.00640296936035,35.27220916748047,63.06707382202149,20.90443229675293
28.03551483154297,28.036548614501953,35.84002685546875,63.26140975952149,21.01980781555176
27.119428634643555,28.337932586669922,37.40901947021485,62.32671356201172,21.01980781555176
26.64900779724121,29.046199798583984,38.32799530029297,62.81719970703125,20.341983795166016
25.24599456787109,28.38313865661621,37.91706466674805,62.24344253540039,20.046337127685547
25.353281021118164,28.80508041381836,37.9693717956543,60.08722305297852,20.024703979492188
23.6036434173584,28.89570426940918,37.25959014892578,57.30172348022461,20.17613410949707
22.82785797119141,28.269689559936523,37.56591796875,60.55918884277344,19.55599594116211
23.09195709228516,29.94922637939453,36.81877899169922,65.79704284667969,18.8853816986084
22.38219451904297,29.78890609741211,37.45954513549805,67.71932220458984,18.524837493896484
22.36569023132324,30.40729141235352,38.19017028808594,69.29827880859375,18.164289474487305
,,,,
21.367069244384766,30.30040168762207,39.5144157409668,70.20849609375,17.978673934936523
22.415206909179688,32.55251693725586,40.1917610168457,71.92680358886719,18.537752151489254
22.99291801452637,31.575328826904297,41.25724411010742,70.90511322021484,18.567174911499023
22.53900146484375,30.43782043457031,41.1811408996582,70.71006774902344,18.133153915405273
22.54725646972656,30.67448234558105,41.386627197265625,70.41284942626953,17.9713191986084
23.46333885192871,31.41500663757324,42.45973205566406,69.80912017822266,19.29544448852539
23.58713722229004,31.42264175415039,42.22380447387695,70.63574981689453,19.516132354736328
22.340930938720703,31.86543083190918,41.75954818725586,69.86485290527344,18.97177124023437
22.324426651000977,32.796810150146484,41.82043075561523,69.06606292724611,18.0816650390625
23.042436599731445,32.659393310546875,41.83566665649414,68.06297302246094,18.11844253540039
24.371177673339844,32.804447174072266,41.24202728271485,68.96389770507811,18.390626907348636
24.06581115722656,33.52206420898437,39.72751235961914,67.04130554199219,18.471546173095703
25.02609443664551,31.04855537414551,40.05367660522461,66.10317993164061,18.927629470825195
,,,,
25.512117385864254,32.119216918945305,40.62675476074219,67.46026611328125,18.589244842529297
25.19662666320801,31.782440185546875,40.06915664672852,67.57207489013672,18.589244842529297
26.16868019104004,32.04090118408203,40.81261444091797,66.50972747802734,19.53084373474121
26.697343826293945,31.76676940917969,40.31696701049805,64.31974792480469,19.77359962463379
26.552387237548828,31.97041320800781,40.83584976196289,64.27314758300781,19.44257164001465
25.83613586425781,31.774614334106445,41.2540397644043,65.17710113525389,18.824642181396484
25.699708938598636,31.45349884033203,40.58803176879883,59.21294784545898,18.979124069213867
25.375690460205078,31.28118705749512,39.8135986328125,61.13265991210938,19.00119400024414
25.79350280761719,32.24452590942383,40.41765213012695,57.69395446777344,19.26601791381836
25.972564697265625,33.427169799804695,41.99750518798828,57.73122024536133,19.86923217773437
28.99104309082031,34.249542236328125,42.833885192871094,55.979248046875,20.288537979125977
28.90577888488769,33.95191192626953,42.9732780456543,53.649497985839844,21.46553611755371
,,,,
28.863136291503906,34.180103302001946,42.85417938232422,51.38299942016602,22.05403709411621
29.937515258789066,34.687061309814446,42.50763320922852,52.066490173339844,22.208518981933594
29.1359977722168,35.01974868774414,42.428871154785156,53.38663864135742,20.935884475708008
,,,,
29.45149230957031,34.85340118408203,42.885684967041016,51.93540573120117,22.07497978210449
29.90340805053711,34.34644317626953,41.43647003173828,49.29509735107422,22.044418334960934
29.06778335571289,36.74658203125,41.89328384399414,50.75569534301758,21.952720642089844
28.777875900268555,37.1901741027832,41.696388244628906,47.80642318725586,21.91451835632324
28.88019752502441,38.1882438659668,42.33435821533203,48.23710250854492,22.235441207885746
29.033672332763672,37.9109992980957,42.57851791381836,49.25765609741211,22.747392654418945
25.8105583190918,38.73480987548828,43.90171813964844,53.01211929321289,22.4952392578125
25.72528839111328,39.6536750793457,45.16189956665039,53.358558654785156,22.77795600891113
24.79586982727051,38.21584701538086,43.82294845581055,50.08157730102539,22.159032821655273
25.21132659912109,37.863853454589844,43.76174545288086,51.21447372436523,21.815181732177734
25.31521797180176,38.21584701538086,44.578529357910156,56.06525039672852,21.937440872192386
26.06844139099121,38.799842834472656,44.32228088378906,56.02762222290039,22.044418334960934
27.92119407653809,38.2878532409668,45.28319549560547,56.7521858215332,21.776979446411133
28.163610458374023,38.551849365234375,46.14000701904297,59.434059143066406,21.776979446411133
29.393009185791016,39.287845611572266,47.62944030761719,57.51439666748047,21.883953094482425
29.332406997680664,39.5278434753418,48.51027297973633,59.55639266967773,21.74641227722168
29.66139793395996,39.59984588623047,48.16594696044922,57.44852828979492,21.448413848876953
29.96442222595215,39.38384246826172,48.78253555297852,55.35008239746094,22.250720977783203
29.973073959350586,40.032169342041016,48.90265274047852,55.41595840454102,22.143749237060547
28.9947566986084,39.74125289916992,49.06280517578125,54.82311630249024,21.94508552551269
29.85187149047852,39.0705451965332,51.32896041870117,55.49123001098633,22.235441207885746
28.49260711669922,39.36954116821289,51.1688117980957,58.97296905517578,22.42646789550781
28.968780517578125,39.01398849487305,49.56728744506836,60.69501113891602,23.65667533874512
29.29777526855469,39.62812805175781,50.75508499145508,60.75655746459961,23.37395668029785
,,,,
28.440658569335934,40.0483283996582,52.16132736206055,64.41385650634766,23.918058395385746
28.34542465209961,39.894798278808594,51.58419799804688,63.94134902954102,24.2994441986084
28.68308067321777,40.54125213623047,52.592140197753906,64.6595458984375,24.18269157409668
29.098648071289066,41.74528884887695,53.44564437866211,70.3864974975586,24.797571182250977
30.042341232299805,41.72912216186523,54.22599411010742,70.64163970947266,24.82870674133301
31.0552921295166,42.15740966796875,56.11996841430664,75.07389831542969,25.35797119140625
30.864826202392575,44.3068962097168,57.61563110351562,75.23455047607422,24.85205841064453
30.68301200866699,44.73517990112305,56.762123107910156,77.86174774169922,24.57964134216309
31.71328163146973,44.78365707397461,58.05457305908203,74.75257873535156,25.217872619628906
31.08127021789551,43.06245040893555,54.7055892944336,64.14923858642578,24.167125701904297
29.098648071289066,41.527103424072266,51.23466873168945,62.8450813293457,22.213520050048828
29.37569808959961,43.498817443847656,51.93373107910156,63.62001037597656,22.55598449707031
30.280208587646484,41.3978157043457,52.72229385375977,62.24025344848633,22.540416717529297
29.5234317779541,40.804779052734375,52.02955627441406,60.94049835205078,21.83213806152344
30.084341049194336,40.86250686645508,52.16150283813477,62.0032958984375,22.60268592834473
30.79660415649414,40.89549255371094,51.270851135253906,61.09231948852539,22.18238639831543
30.42266273498535,39.00698852539063,51.46876525878906,56.34765625,21.334007263183594
31.134929656982425,39.31212615966797,52.623329162597656,59.80177307128906,21.65312385559082
31.535579681396484,38.89978790283203,54.26446151733398,56.65131759643555,22.43145179748535
32.336883544921875,40.51613998413086,56.21896362304688,55.3417854309082,23.17086601257324
31.46435546875,40.92023086547852,58.26419448852539,57.2491455078125,23.14751625061035
31.68693542480469,41.423282623291016,57.53022766113281,64.93550109863281,22.96849822998047
31.678037643432614,40.39244079589844,57.59619522094727,63.54057312011719,22.454805374145508
32.40810394287109,41.38204956054688,59.3692855834961,66.06474304199219,22.39253807067871
32.345787048339844,41.05218124389648,60.692649841308594,69.10133361816406,20.55567741394043
32.977916717529304,40.93117904663086,56.96569061279297,69.59476470947266,20.3610954284668
,,,,
32.77315139770508,40.62298583984375,58.24422836303711,71.59242248535156,20.43114280700684
32.425914764404304,41.1310920715332,58.44477844238281,72.97415161132812,19.62168312072754
,,,,
32.41701126098633,40.40642166137695,56.18854522705078,70.89680480957031,20.187604904174805
31.215057373046875,39.93997192382813,57.96010208129883,73.2314453125,20.293685913085934
31.25957679748535,39.26527786254883,57.851478576660156,72.88838958740234,19.836727142333984
31.32190322875977,39.26527786254883,58.04367065429688,73.10755920410156,20.660877227783203
33.084766387939446,39.51516342163086,58.49491500854492,74.55598449707031,19.714330673217773
33.09366989135742,39.46519088745117,58.10215759277344,76.10923767089844,19.13497543334961
34.03741836547852,40.156532287597656,56.84870529174805,72.65967559814453,19.428730010986328
34.42026138305664,39.30691909790039,55.41975021362305,74.91809844970703,19.869367599487305
35.061302185058594,38.64056396484375,54.20808029174805,76.62380981445312,19.33897590637207
34.333106994628906,37.41612243652344,53.55296325683594,76.71908569335938,18.5882625579834
34.49522018432617,37.49710083007813,55.6038932800293,84.40912628173828,18.62906265258789
34.53125,37.06755065917969,55.28185272216797,84.4177474975586,17.633554458618164
33.48648452758789,36.06526947021485,53.69704055786133,85.55567932128906,17.502998352050778
33.729663848876946,36.68011093139648,54.64623260498047,83.58580017089844,18.13946914672852
33.936817169189446,37.8339958190918,57.019203186035156,86.04338073730469,18.612741470336914
35.63905715942383,37.05070114135742,57.74805450439453,86.90399932861328,17.706993103027344
35.17972946166992,36.90752410888672,57.926025390625,83.81531524658203,17.20107650756836
33.45946884155273,35.3577766418457,55.30728530883789,82.8781967163086,16.311649322509766
35.31482315063477,34.47686767578125,55.53610610961914,83.05986785888672,16.483007431030273
34.134960174560554,32.943050384521484,52.46817398071289,86.86573028564453,15.193742752075195
34.089927673339844,35.75505447387695,52.756324768066406,89.705810546875,15.871012687683105
36.89998245239258,35.13300323486328,53.391944885253906,92.88055419921876,15.332460403442385
36.629783630371094,35.99364852905273,52.5614013671875,88.60612487792969,15.993413925170898
36.20647430419922,35.56758117675781,50.76294326782226,85.39311218261719,16.091333389282227
,,,,
35.864227294921875,36.2492790222168,51.98511123657226,91.28600311279295,18.03955841064453
34.387149810791016,34.80919647216797,51.04697036743164,85.20220184326172,17.191722869873047
35.26078414916992,34.851795196533196,50.11742782592773,85.5860366821289,16.889528274536133
33.783706665039055,34.562084197998054,48.78337478637695,77.08403778076172,16.243156433105472
34.017879486083984,34.996665954589844,50.01415252685547,79.84767150878906,16.37746810913086
35.28780746459961,35.456809997558594,52.11420822143555,79.01282501220703,16.81397819519043
33.27933883666992,35.294898986816406,52.10560989379883,81.8628158569336,16.536962509155273
32.9190673828125,35.720970153808594,52.561767578125,85.86433410644531,16.20118522644043
32.19854736328125,35.66984176635742,50.92646789550781,85.97947692871094,15.084731101989744
33.009140014648445,35.542022705078125,54.08517456054688,83.45574188232422,15.286194801330565
33.3333740234375,35.57610321044922,54.13680648803711,88.58955383300781,15.14349365234375
36.85494995117188,36.47082901000977,53.84418487548828,93.63701629638672,15.328167915344238
36.872962951660156,34.689895629882805,54.75518798828125,92.15924835205078,15.487664222717285
37.61149978637695,35.48917770385742,54.44939041137695,91.41500854492188,14.77413845062256
38.48295211791992,35.716392517089844,53.121360778808594,87.01560974121094,14.96721076965332
39.16471481323242,36.18830108642578,55.2968864440918,86.12033081054688,15.982932090759276
39.23841857910156,35.3231315612793,54.93866348266602,89.2201156616211,15.898988723754885
37.24839782714844,35.46296310424805,54.68529891967773,94.11048889160156,15.261012077331545
37.49715805053711,37.12337493896485,56.37154006958008,97.35466766357422,15.40371799468994
36.410011291503906,37.61276245117188,56.35406875610352,100.35819244384766,15.395322799682615
35.746665954589844,37.79627990722656,56.09196090698242,99.2415008544922,15.546424865722654
35.000411987304695,37.63897705078125,55.0959358215332,101.20535278320312,15.42050838470459
35.387359619140625,39.06344223022461,56.17059326171875,99.99239349365234,15.49605655670166
34.68716812133789,37.45545959472656,55.5240478515625,98.88530731201172,15.386929512023926
34.80693817138672,36.36308288574219,56.153114318847656,96.92147064208984,13.212779998779295
35.94935989379883,37.14023208618164,56.11893844604492,97.36428833007812,13.422640800476074
,,,,
34.438419342041016,36.05255508422852,54.79797744750977,97.35169982910156,13.60731601715088
35.94935989379883,36.66271209716797,57.16508102416992,104.87669372558594,13.800389289855955
,,,,
36.5482063293457,36.04370880126953,56.23419189453125,102.52935791015624,13.81299114227295
38.10521697998047,36.34436798095703,58.24667358398438,103.12826538085938,13.93385410308838
38.03150939941406,36.910316467285156,57.68814468383789,105.09886932373048,14.097883224487305
37.71826171875,37.21097946166992,57.262596130371094,106.7120590209961,14.529540061950685
37.045711517333984,36.81304550170898,57.67927932739258,109.12701416015624,14.236014366149902
36.96279525756836,36.55659866333008,56.429237365722656,108.64401245117188,13.90795612335205
40.086021423339844,36.30015182495117,55.8707046508789,106.20972442626952,15.755443572998047
40.79542922973633,34.80569839477539,51.78368377685547,103.41805267333984,15.815876007080078
41.246864318847656,33.408523559570305,50.79961013793945,103.9203872680664,15.548248291015625
41.27358627319336,31.94059753417969,49.25700759887695,97.1295166015625,15.83314037322998
41.49699401855469,31.95106315612793,49.70448684692383,93.5650405883789,15.789976119995115
41.915870666503906,32.19318389892578,50.12823867797852,98.75496673583984,16.24753189086914
41.64592742919922,33.089927673339844,50.12823867797852,100.36405181884766,16.532424926757812
39.81216812133789,35.09864044189453,51.27324676513672,94.12159729003906,17.248971939086914
42.05550003051758,34.21982955932617,52.72479629516602,87.6174087524414,17.13673973083496
42.14857864379883,34.201892852783196,53.29280471801758,86.27973175048828,17.119476318359375
40.31482696533203,33.367919921875,51.66093063354492,90.25398254394531,16.817316055297848
40.5661506652832,34.25569534301758,52.15679931640625,91.41716766357422,17.456167221069336
40.83609390258789,35.2076530456543,52.03959655761719,90.4575424194336,17.792858123779297
44.373294830322266,35.92580795288086,53.80670928955078,93.501220703125,17.69789695739746
45.04350662231445,34.607681274414055,52.86906051635742,92.8420867919922,17.671995162963867
43.99165344238281,34.762218475341804,54.32061004638672,91.91152954101562,17.85329246520996
44.1592025756836,33.644081115722656,53.7075309753418,95.4689483642578,17.13673973083496
44.65255355834961,33.80770874023437,53.52323913574219,94.2282257080078,17.283506393432614
45.12728118896485,33.87134552001953,52.65316772460938,91.8753662109375,17.110843658447266
,,,,
44.382606506347656,33.51681137084961,52.469993591308594,94.85227966308594,16.75389289855957
45.01558303833008,34.9349365234375,52.60737609863281,92.35206604003906,17.284919738769528
46.9703483581543,35.35310363769531,53.28511428833008,89.66702270507812,17.293771743774414
46.95173645019531,35.45309829711914,54.11854553222656,89.79348754882812,17.364574432373047
46.62594223022461,35.23492813110352,55.14431762695313,89.46270751953125,17.072509765625
46.40253829956055,34.671310424804695,54.04528427124024,88.79146575927734,17.426528930664062
47.780189514160156,35.2440185546875,53.61482238769531,90.27017974853516,17.78054428100586
45.8719596862793,34.107704162597656,52.36009216308594,91.02899932861328,18.054906845092773
45.332069396972656,32.98956680297852,47.7624397277832,90.42584228515624,17.355722427368164
45.983665466308594,33.90770721435547,47.4327278137207,93.9280776977539,17.426528930664062
44.54085159301758,34.489501953125,46.24209976196289,95.50408172607422,17.222967147827152
46.70040512084961,33.14410400390625,45.85177612304688,97.07036590576172,17.75399398803711
40.77093505859375,30.51693725585937,41.05865097045898,86.41191101074219,15.488279342651367
45.135047912597656,30.21551513671875,39.04441833496094,89.31150817871094,15.718390464782715
40.15803146362305,28.00508117675781,28.05006217956543,74.40347290039062,12.125110626220705
37.44157028198242,26.98415946960449,23.38748550415039,74.110595703125,11.22236442565918
40.33849716186523,27.04035949707031,29.50478935241699,81.1301498413086,12.673837661743164
41.75371551513672,22.78808212280273,33.79436492919922,77.61548614501953,11.983502388000488
42.41858673095703,25.06407928466797,35.35165786743164,86.13854217529297,12.585332870483398
47.51907348632813,24.31477928161621,33.085643768310554,90.52210998535156,12.19591236114502
48.61135864257813,23.396886825561523,32.66601181030273,99.5625991821289,12.072007179260256
49.25723266601562,23.677875518798828,29.178407669067386,99.66999053955078,12.045455932617188
50.61546325683594,24.005693435668945,31.621597290039066,104.66864013671876,12.49682903289795
50.72943496704102,22.78808212280273,28.096689224243164,109.07172393798828,13.036705017089846
,,,,
52.4485969543457,21.514270782470703,30.37746810913086,109.1986312866211,14.081058502197266
51.85971069335938,21.58920288085937,30.10421943664551,119.51148986816406,14.612085342407227
51.1473503112793,24.867387771606445,35.58799362182617,119.61924743652344,15.5413818359375
48.886802673339844,22.460262298583984,32.459793090820305,116.01487731933594,14.125309944152832
,,,,
50.3590087890625,22.535192489624023,31.97925567626953,125.04533386230469,14.248600959777832
50.05507278442383,21.87955474853516,31.00875473022461,127.30785369873048,14.030092239379885
51.09986114501953,22.72251892089844,30.99933815002441,129.72708129882812,14.621886253356935
51.06187057495117,22.366600036621094,30.34919738769531,135.57435607910156,14.266810417175293
58.03348922729492,22.113712310791016,31.00875473022461,137.87603759765622,14.822187423706055
52.99948501586914,21.767160415649414,30.42457771301269,143.5176239013672,14.212182998657227
52.98048400878906,21.21455192565918,28.08785057067871,139.80551147460938,13.838896751403807
52.62906265258789,19.987573623657227,29.0583438873291,145.0553436279297,14.030092239379885
52.42010498046875,20.86800193786621,29.312746047973636,145.54505920410156,14.193974494934082
53.33701705932617,20.2685604095459,28.19271469116211,150.1288299560547,13.64770221710205
,,,,
53.31786727905274,20.643211364746094,28.725549697875977,144.26864624023438,13.602178573608398
51.29774856567383,20.01567268371582,27.50763893127441,139.52546691894528,12.910234451293945
51.44135284423828,19.360034942626953,26.71789932250977,135.17510986328122,12.85560703277588
54.04549789428711,18.47960662841797,25.6712589263916,135.62686157226562,12.77366542816162
53.14553451538086,16.962276458740234,24.49140930175781,136.70706176757812,12.16366195678711
51.91048431396485,18.610736846923828,23.40670967102051,138.09172058105472,12.25470733642578
52.38918685913086,18.85425567626953,25.366783142089844,147.23435974121094,13.319938659667967
50.77117156982422,18.46087455749512,24.044208526611328,150.3375244140625,13.0012788772583
49.7850456237793,19.55672645568848,24.367713928222656,137.30610656738278,13.511134147644045
48.02342224121094,19.650388717651367,24.310626983642575,130.81495666503906,12.300230026245115
53.15510940551758,20.86800193786621,25.37629699707031,137.92475891113278,12.719039916992188
54.93588256835938,22.97540855407715,29.69607162475586,129.6070556640625,14.676514625549315
,,,,
52.9444808959961,23.66850852966309,32.37063217163086,127.36805725097656,14.995172500610352
50.36906051635742,25.18584251403809,34.88065719604492,137.28257751464844,15.341145515441895
51.45093154907226,26.57204627990723,36.76557540893555,132.36732482910156,15.978464126586914
51.958351135253906,24.867387771606445,36.361663818359375,136.58322143554688,15.668907165527346
48.0712890625,24.539569854736328,35.87119674682617,144.8771209716797,15.61428165435791
,,,,
46.45327377319336,24.39907646179199,34.457508087158196,144.68011474609375,15.687606811523438
47.86066436767578,24.26794815063477,33.79393768310547,138.47447204589844,15.471678733825685
48.69360733032226,26.10373306274414,38.69858169555664,147.07371520996094,16.466825485229492
49.15316009521485,25.61668968200684,38.65049362182617,155.12135314941406,16.29783821105957
50.9818000793457,26.05690193176269,37.775352478027344,153.28919982910156,16.504375457763672
48.444679260253906,24.49273681640625,35.476905822753906,139.61709594726562,16.100685119628903
47.61173629760742,25.04534721374512,36.04430389404297,149.23089599609375,17.452579498291016
49.48824691772461,26.03816795349121,37.03484344482422,157.53465270996094,17.555850982666016
48.43510437011719,27.686628341674805,38.035011291503906,168.7737579345703,17.358697891235348
,,,,
46.319236755371094,27.82712173461914,39.78495407104492,157.05430603027344,16.128850936889652
46.9022331237793,28.698183059692386,42.51938247680664,153.9519500732422,16.626420974731445
47.25355911254883,27.85522270202637,43.004207611083984,168.949951171875,17.715450286865234
,,,,
48.02452850341797,28.73598289489746,40.68672943115234,170.90621948242188,17.593402862548828
49.420082092285156,27.98735046386719,39.56193542480469,176.34027099609375,17.715450286865234
48.33682250976562,28.083330154418945,38.97043991088867,174.38400268554688,17.584012985229492
48.73694610595703,28.69759178161621,37.72928237915039,175.5597686767578,17.537073135375973
49.5176773071289,28.40005874633789,38.18502807617188,178.9091033935547,17.79055404663086
51.00105667114258,27.86257743835449,36.8759880065918,187.109619140625,17.546463012695312
51.791542053222656,29.964508056640625,36.846900939941406,186.33897399902344,17.79055404663086
52.51371765136719,30.32922744750977,39.64920425415039,193.11671447753903,18.79508781433105
53.8799934387207,30.453998565673828,39.174076080322266,185.6275787353516,18.851415634155273
,,,,
56.0172348022461,30.16606521606445,38.98234939575195,181.1420135498047,17.246042251586914
55.40241241455078,31.077861785888672,37.76934814453125,180.03073120117188,17.339920043945312
55.43168640136719,30.23324966430664,39.27581787109375,179.39662170410156,17.349309921264652
57.35423278808594,29.609390258789066,39.53993606567383,182.49786376953125,17.452579498291016
56.9638671875,28.37126350402832,38.2291145324707,169.7064666748047,16.795408248901367
57.92025756835938,28.58241844177246,40.97793197631836,178.63368225097656,16.232120513916016
,,,,
59.32556915283203,27.680217742919922,40.43012619018555,186.0449676513672,16.591728210449222
58.19351577758789,27.565044403076172,40.05839920043945,185.19288635253903,16.12735366821289
55.42193222045898,26.58606338500977,37.54435729980469,187.26368713378903,15.759724617004395
56.82723999023438,26.499683380126953,37.04545974731445,185.97560119628903,15.96288776397705
55.86108779907226,26.461292266845703,39.73558044433594,179.26780700683594,15.798421859741213
55.08035659790039,27.26751136779785,40.44968795776367,185.5495758056641,16.195075988769528
